Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
AddInteger/ExMemory 6/ExMemory 216,1.9097182781396972e-5,1.902256775392959e-5,1.9183792269814514e-5,2.687449736786415e-7,1.9995021553749018e-7,4.075773582964108e-7
AddInteger/ExMemory 6/ExMemory 432,2.07547062525621e-5,2.051083719016135e-5,2.1376249875203316e-5,1.1525073877326689e-6,6.555128874877126e-7,1.879330139252063e-6
AddInteger/ExMemory 6/ExMemory 865,2.515099354234106e-5,2.503479723434181e-5,2.5324851007549037e-5,4.69111075534796e-7,3.0932782375053643e-7,7.579192735688167e-7
AddInteger/ExMemory 6/ExMemory 1731,3.154630602703847e-5,3.124942620501518e-5,3.236199843027108e-5,1.4530254452392567e-6,7.306020396563773e-7,2.8596145278082363e-6
AddInteger/ExMemory 13/ExMemory 0,1.7056285801501965e-5,1.6987638244984734e-5,1.7180581133213326e-5,2.9182678302893625e-7,1.739470882214513e-7,4.6188901978412895e-7
AddInteger/ExMemory 13/ExMemory 0,1.7005096856688384e-5,1.6931058742693616e-5,1.71294124675074e-5,2.982633934270399e-7,1.5016731303618019e-7,4.776775233146301e-7
AddInteger/ExMemory 13/ExMemory 0,1.727257370976258e-5,1.711719375687666e-5,1.767886454891104e-5,7.831333409967879e-7,3.1918550149490237e-7,1.4894722511782146e-6
AddInteger/ExMemory 13/ExMemory 0,1.7094442164314548e-5,1.7046566494913325e-5,1.720636647973161e-5,2.3261156652441804e-7,1.4290883237310888e-7,4.0217310913726403e-7
AddInteger/ExMemory 13/ExMemory 0,1.7028910037663116e-5,1.697868646177035e-5,1.7069951034525907e-5,1.5432903456829706e-7,1.2949585149207683e-7,1.9216342103881652e-7
AddInteger/ExMemory 13/ExMemory 1,1.809654379570181e-5,1.7915604960723457e-5,1.8469670715395538e-5,8.111253641461158e-7,4.2157151220889973e-7,1.4641378715413978e-6
AddInteger/ExMemory 13/ExMemory 3,1.7867621180944898e-5,1.7728364594835236e-5,1.8079392503545264e-5,5.240913109688871e-7,3.686373569545265e-7,7.709432709590552e-7
AddInteger/ExMemory 13/ExMemory 6,1.7986411881227452e-5,1.7825638377502423e-5,1.8271497430988468e-5,7.386106300705169e-7,4.519214313076221e-7,1.3099298639084172e-6
AddInteger/ExMemory 13/ExMemory 13,1.802033123458957e-5,1.7818658179770415e-5,1.854189588796432e-5,1.0767485484709583e-6,5.694753119509114e-7,1.8264464498966592e-6
AddInteger/ExMemory 13/ExMemory 27,1.782771642253324e-5,1.7756525359763e-5,1.7967804083011762e-5,3.190051772695666e-7,2.053539250839824e-7,5.458247154960307e-7
AddInteger/ExMemory 13/ExMemory 54,1.859727049240482e-5,1.8453287080958738e-5,1.893661468246308e-5,6.951050106966825e-7,3.3736688323534237e-7,1.0943517998484795e-6
AddInteger/ExMemory 13/ExMemory 108,1.8422599684951857e-5,1.8332902375430465e-5,1.865616269582889e-5,4.728514683071553e-7,1.7220337329051126e-7,1.0036720085260357e-6
AddInteger/ExMemory 13/ExMemory 216,1.9175556161272305e-5,1.9035316930911016e-5,1.9538436349739857e-5,6.853112082936216e-7,3.0405581727252073e-7,1.2944265060168475e-6
AddInteger/ExMemory 13/ExMemory 432,2.0613671129629708e-5,2.0525713081607587e-5,2.0739887597648496e-5,3.629635905144616e-7,1.709745563376962e-7,5.779809018684023e-7
AddInteger/ExMemory 13/ExMemory 865,2.549517690046513e-5,2.534002317744458e-5,2.582311348016981e-5,7.023044683717336e-7,4.190025197222055e-7,1.1368081034749281e-6
AddInteger/ExMemory 13/ExMemory 1731,3.1793765135032113e-5,3.127173906491399e-5,3.363557088483232e-5,2.909473136583722e-6,9.119699145216586e-7,5.857844897254406e-6
AddInteger/ExMemory 27/ExMemory 0,1.7212818551659323e-5,1.7144560771165943e-5,1.730870341180518e-5,3.0140032608121363e-7,1.7049931380289178e-7,4.564462667410669e-7
AddInteger/ExMemory 27/ExMemory 0,1.724236297194763e-5,1.713234310467895e-5,1.7690045780488743e-5,6.100411227600943e-7,1.501078083138885e-7,1.3561623318995791e-6
AddInteger/ExMemory 27/ExMemory 0,1.7286725370495962e-5,1.718665534255496e-5,1.7632042234967673e-5,5.750479903254441e-7,1.4445933088383072e-7,1.1909325931241419e-6
AddInteger/ExMemory 27/ExMemory 0,1.7509729780666813e-5,1.723963667638347e-5,1.8439575869799418e-5,1.596106723699379e-6,2.731992903763712e-7,3.3038391456470807e-6
AddInteger/ExMemory 27/ExMemory 0,1.721487507369837e-5,1.714230321165846e-5,1.7299414854397496e-5,2.607077352917656e-7,1.642992523652897e-7,4.1785168159141996e-7
AddInteger/ExMemory 27/ExMemory 1,1.7841188689886518e-5,1.777250038051614e-5,1.788540605156715e-5,1.7672969565271083e-7,1.3270992981562222e-7,2.4540020346784855e-7
